Case_ID,variant,variant_index,creator,Activity,Resource,Activity_1,Resource_1,org_group,End_Time,Start_Time
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-Assigned,Daniel-Org line C,Accepted-Assigned,Daniel,Org line C,2011-11-09T11:08:35.000,2011-11-09T11:08:35.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Mikael-Org line C,Accepted-In Progress,Mikael,Org line C,2011-11-09T11:09:46.000,2011-11-09T11:09:46.000
1-602870173,Variant 217,217,Fluxicon Disco,Completed-Closed,Mikael-Org line C,Completed-Closed,Mikael,Org line C,2011-11-25T07:39:57.000,2011-11-25T07:39:57.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,M Humaira-Org line C,Accepted-In Progress,M Humaira,Org line C,2011-12-07T12:25:46.000,2011-12-07T12:25:46.000
1-602870173,Variant 217,217,Fluxicon Disco,Queued-Awaiting Assignment,Praveen-Org line C,Queued-Awaiting Assignment,Praveen,Org line C,2011-12-07T12:27:34.000,2011-12-07T12:27:34.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Arun-Org line C,Accepted-In Progress,Arun,Org line C,2011-12-07T12:29:22.000,2011-12-07T12:29:22.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-Assigned,Partha-Org line C,Accepted-Assigned,Partha,Org line C,2011-12-07T12:29:55.000,2011-12-07T12:29:55.000
1-602870173,Variant 217,217,Fluxicon Disco,Queued-Awaiting Assignment,Martin-Org line C,Queued-Awaiting Assignment,Martin,Org line C,2011-12-07T12:50:32.000,2011-12-07T12:50:32.000
1-602870173,Variant 217,217,Fluxicon Disco,Accepted-In Progress,Mikael-Org line C,Accepted-In Progress,Mikael,Org line C,2012-01-22T21:20:26.000,2012-01-22T21:20:26.000
1-602870173,Variant 217,217,Fluxicon Disco,Completed-Closed,Mikael-Org line C,Completed-Closed,Mikael,Org line C,2012-01-22T21:21:04.000,2012-01-22T21:21:04.000
1-603537274,Variant 218,218,Fluxicon Disco,Accepted-In Progress,KumarGuru-Org line C,Accepted-In Progress,KumarGuru,Org line C,2011-11-07T05:50:44.000,2011-11-07T05:50:44.000
1-603537274,Variant 218,218,Fluxicon Disco,Accepted-Wait,KumarGuru-Org line C,Accepted-Wait,KumarGuru,Org line C,2011-11-07T05:51:29.000,2011-11-07T05:51:29.000
1-603537274,Variant 218,218,Fluxicon Disco,Accepted-Assigned,KumarGuru-Org line C,Accepted-Assigned,KumarGuru,Org line C,2011-11-07T05:51:56.000,2011-11-07T05:51:56.000
1-603537274,Variant 218,218,Fluxicon Disco,Accepted-Assigned,KumarGuru-Org line C,Accepted-Assigned,KumarGuru,Org line C,2011-11-08T13:56:57.000,2011-11-08T13:56:57.000
1-603537274,Variant 218,218,Fluxicon Disco,Accepted-Wait,KumarGuru-Org line C,Accepted-Wait,KumarGuru,Org line C,2012-05-23T12:48:56.000,2012-05-23T12:48:56.000
1-603537274,Variant 218,218,Fluxicon Disco,Completed-Closed,KumarGuru-Org line C,Completed-Closed,KumarGuru,Org line C,2012-05-28T06:16:32.000,2012-05-28T06:16:32.000
1-603563148,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Tomas-Org line V2,Accepted-In Progress,Tomas,Org line V2,2011-11-07T07:26:58.000,2011-11-07T07:26:58.000
1-603563148,Variant 1,1,Fluxicon Disco,Completed-Closed,Tomas-Org line V2,Completed-Closed,Tomas,Org line V2,2012-01-09T11:27:06.000,2012-01-09T11:27:06.000
1-603708003,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2011-11-07T09:47:29.000,2011-11-07T09:47:29.000
1-603708003,Variant 1,1,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-01-30T13:08:22.000,2012-01-30T13:08:22.000
1-603798757,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Anup-Org line C,Accepted-In Progress,Anup,Org line C,2011-11-07T10:57:05.000,2011-11-07T10:57:05.000
1-603798757,Variant 1,1,Fluxicon Disco,Completed-Closed,Anup-Org line C,Completed-Closed,Anup,Org line C,2012-05-23T12:07:40.000,2012-05-23T12:07:40.000
1-604432843,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Kim-Org line C,Accepted-In Progress,Kim,Org line C,2011-11-08T08:01:01.000,2011-11-08T08:01:01.000
1-604432843,Variant 1,1,Fluxicon Disco,Completed-Closed,Kim-Org line C,Completed-Closed,Kim,Org line C,2012-02-01T08:55:22.000,2012-02-01T08:55:22.000
1-604432860,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Kim-Org line C,Accepted-In Progress,Kim,Org line C,2011-11-08T08:02:33.000,2011-11-08T08:02:33.000
1-604432860,Variant 1,1,Fluxicon Disco,Completed-Closed,Kim-Org line C,Completed-Closed,Kim,Org line C,2012-02-01T08:55:55.000,2012-02-01T08:55:55.000
1-604432887,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Kim-Org line C,Accepted-In Progress,Kim,Org line C,2011-11-08T08:03:55.000,2011-11-08T08:03:55.000
1-604432887,Variant 1,1,Fluxicon Disco,Completed-Closed,Kim-Org line C,Completed-Closed,Kim,Org line C,2012-02-01T08:56:20.000,2012-02-01T08:56:20.000
1-604604928,Variant 3,3,Fluxicon Disco,Accepted-In Progress,J-Org line C,Accepted-In Progress,J,Org line C,2011-11-08T11:29:53.000,2011-11-08T11:29:53.000
1-604604928,Variant 3,3,Fluxicon Disco,Accepted-Wait,J-Org line C,Accepted-Wait,J,Org line C,2011-11-08T11:54:05.000,2011-11-08T11:54:05.000
1-604604928,Variant 3,3,Fluxicon Disco,Completed-Closed,J-Org line C,Completed-Closed,J,Org line C,2012-01-11T04:34:37.000,2012-01-11T04:34:37.000
1-604645912,Variant 65,65,Fluxicon Disco,Accepted-In Progress,Maryse-Org line A2,Accepted-In Progress,Maryse,Org line A2,2011-11-08T12:37:04.000,2011-11-08T12:37:04.000
1-604645912,Variant 65,65,Fluxicon Disco,Queued-Awaiting Assignment,Maryse-Org line A2,Queued-Awaiting Assignment,Maryse,Org line A2,2011-11-08T12:37:05.000,2011-11-08T12:37:05.000
1-604645912,Variant 65,65,Fluxicon Disco,Accepted-In Progress,Maryse-Org line A2,Accepted-In Progress,Maryse,Org line A2,2011-11-08T12:38:40.000,2011-11-08T12:38:40.000
1-604645912,Variant 65,65,Fluxicon Disco,Queued-Awaiting Assignment,Maryse-Org line A2,Queued-Awaiting Assignment,Maryse,Org line A2,2011-11-08T12:38:53.000,2011-11-08T12:38:53.000
1-604645912,Variant 65,65,Fluxicon Disco,Accepted-In Progress,Maryse-Org line A2,Accepted-In Progress,Maryse,Org line A2,2011-11-08T12:39:34.000,2011-11-08T12:39:34.000
1-604645912,Variant 65,65,Fluxicon Disco,Accepted-In Progress,Maryse-Org line A2,Accepted-In Progress,Maryse,Org line A2,2011-11-08T12:47:11.000,2011-11-08T12:47:11.000
1-604645912,Variant 65,65,Fluxicon Disco,Completed-Closed,Maryse-Org line A2,Completed-Closed,Maryse,Org line A2,2012-02-01T11:27:13.000,2012-02-01T11:27:13.000
1-604646378,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Maryse-Org line A2,Accepted-In Progress,Maryse,Org line A2,2011-11-08T13:23:20.000,2011-11-08T13:23:20.000
1-604646378,Variant 1,1,Fluxicon Disco,Completed-Closed,Maryse-Org line A2,Completed-Closed,Maryse,Org line A2,2012-04-12T13:23:47.000,2012-04-12T13:23:47.000
1-604882241,Variant 219,219,Fluxicon Disco,Accepted-In Progress,Stefan-Org line C,Accepted-In Progress,Stefan,Org line C,2011-11-08T18:21:15.000,2011-11-08T18:21:15.000
1-604882241,Variant 219,219,Fluxicon Disco,Queued-Awaiting Assignment,Stefan-Org line C,Queued-Awaiting Assignment,Stefan,Org line C,2011-11-08T18:30:30.000,2011-11-08T18:30:30.000
1-604882241,Variant 219,219,Fluxicon Disco,Accepted-In Progress,Stefan-Org line C,Accepted-In Progress,Stefan,Org line C,2011-11-11T06:58:22.000,2011-11-11T06:58:22.000
1-604882241,Variant 219,219,Fluxicon Disco,Queued-Awaiting Assignment,Amir-Org line C,Queued-Awaiting Assignment,Amir,Org line C,2011-11-11T07:02:17.000,2011-11-11T07:02:17.000
1-604882241,Variant 219,219,Fluxicon Disco,Accepted-In Progress,Amir-Org line C,Accepted-In Progress,Amir,Org line C,2011-11-11T07:05:40.000,2011-11-11T07:05:40.000
1-604882241,Variant 219,219,Fluxicon Disco,Queued-Awaiting Assignment,Stefan-Org line C,Queued-Awaiting Assignment,Stefan,Org line C,2012-01-04T15:45:39.000,2012-01-04T15:45:39.000
1-604882241,Variant 219,219,Fluxicon Disco,Accepted-In Progress,Amir-Org line C,Accepted-In Progress,Amir,Org line C,2012-01-04T15:46:03.000,2012-01-04T15:46:03.000
1-604882241,Variant 219,219,Fluxicon Disco,Completed-Closed,Amir-Org line C,Completed-Closed,Amir,Org line C,2012-01-04T15:49:48.000,2012-01-04T15:49:48.000
1-605029866,Variant 18,18,Fluxicon Disco,Accepted-Assigned,Kalpesh-Org line A2,Accepted-Assigned,Kalpesh,Org line A2,2011-11-09T10:04:16.000,2011-11-09T10:04:16.000
1-605029866,Variant 18,18,Fluxicon Disco,Accepted-In Progress,Sridhar-Org line A2,Accepted-In Progress,Sridhar,Org line A2,2011-11-09T10:58:57.000,2011-11-09T10:58:57.000
1-605029866,Variant 18,18,Fluxicon Disco,Completed-Closed,Sridhar-Org line A2,Completed-Closed,Sridhar,Org line A2,2012-02-22T10:21:10.000,2012-02-22T10:21:10.000
1-605034229,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Henrik-Org line C,Accepted-In Progress,Henrik,Org line C,2011-11-09T08:17:08.000,2011-11-09T08:17:08.000
1-605034229,Variant 3,3,Fluxicon Disco,Accepted-Wait,Henrik-Org line C,Accepted-Wait,Henrik,Org line C,2011-11-09T08:17:58.000,2011-11-09T08:17:58.000
1-605034229,Variant 3,3,Fluxicon Disco,Completed-Closed,Henrik-Org line C,Completed-Closed,Henrik,Org line C,2012-01-18T12:50:24.000,2012-01-18T12:50:24.000
1-605184371,Variant 220,220,Fluxicon Disco,Accepted-In Progress,Miroslawa-Org line A2,Accepted-In Progress,Miroslawa,Org line A2,2011-11-09T10:41:22.000,2011-11-09T10:41:22.000
1-605184371,Variant 220,220,Fluxicon Disco,Accepted-Assigned,Miroslawa-Org line A2,Accepted-Assigned,Miroslawa,Org line A2,2011-12-09T11:47:46.000,2011-12-09T11:47:46.000
1-605184371,Variant 220,220,Fluxicon Disco,Accepted-Wait,Miroslawa-Org line A2,Accepted-Wait,Miroslawa,Org line A2,2011-12-09T14:06:20.000,2011-12-09T14:06:20.000
1-605184371,Variant 220,220,Fluxicon Disco,Accepted-Assigned,Bartosz-Org line A2,Accepted-Assigned,Bartosz,Org line A2,2012-01-13T09:16:22.000,2012-01-13T09:16:22.000
1-605184371,Variant 220,220,Fluxicon Disco,Accepted-In Progress,Bartosz-Org line A2,Accepted-In Progress,Bartosz,Org line A2,2012-01-20T05:55:08.000,2012-01-20T05:55:08.000
1-605184371,Variant 220,220,Fluxicon Disco,Accepted-Wait,Bartosz-Org line A2,Accepted-Wait,Bartosz,Org line A2,2012-02-01T11:45:27.000,2012-02-01T11:45:27.000
1-605184371,Variant 220,220,Fluxicon Disco,Completed-Closed,Bartosz-Org line A2,Completed-Closed,Bartosz,Org line A2,2012-04-13T10:10:39.000,2012-04-13T10:10:39.000
1-605279637,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Timothy-Org line A2,Accepted-In Progress,Timothy,Org line A2,2011-11-09T13:27:59.000,2011-11-09T13:27:59.000
1-605279637,Variant 1,1,Fluxicon Disco,Completed-Closed,Timothy-Org line A2,Completed-Closed,Timothy,Org line A2,2012-02-15T10:44:42.000,2012-02-15T10:44:42.000
1-605728578,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Gitt-Org line C,Accepted-In Progress,Gitt,Org line C,2011-11-10T10:46:15.000,2011-11-10T10:46:15.000
1-605728578,Variant 3,3,Fluxicon Disco,Accepted-Wait,Gitt-Org line C,Accepted-Wait,Gitt,Org line C,2011-11-10T10:52:04.000,2011-11-10T10:52:04.000
1-605728578,Variant 3,3,Fluxicon Disco,Completed-Closed,Gitt-Org line C,Completed-Closed,Gitt,Org line C,2012-01-09T12:36:47.000,2012-01-09T12:36:47.000
1-606068287,Variant 221,221,Fluxicon Disco,Accepted-In Progress,Amit-Org line C,Accepted-In Progress,Amit,Org line C,2011-11-11T03:57:04.000,2011-11-11T03:57:04.000
1-606068287,Variant 221,221,Fluxicon Disco,Queued-Awaiting Assignment,Amit-Org line C,Queued-Awaiting Assignment,Amit,Org line C,2011-11-11T03:58:52.000,2011-11-11T03:58:52.000
1-606068287,Variant 221,221,Fluxicon Disco,Queued-Awaiting Assignment,Rafal-Org line C,Queued-Awaiting Assignment,Rafal,Org line C,2011-11-13T04:23:39.000,2011-11-13T04:23:39.000
1-606068287,Variant 221,221,Fluxicon Disco,Queued-Awaiting Assignment,Amit-Org line C,Queued-Awaiting Assignment,Amit,Org line C,2011-12-01T07:16:48.000,2011-12-01T07:16:48.000
1-606068287,Variant 221,221,Fluxicon Disco,Accepted-In Progress,Sreelesh-Org line C,Accepted-In Progress,Sreelesh,Org line C,2012-01-04T13:00:38.000,2012-01-04T13:00:38.000
1-606068287,Variant 221,221,Fluxicon Disco,Accepted-Wait,Sreelesh-Org line C,Accepted-Wait,Sreelesh,Org line C,2012-01-04T13:00:42.000,2012-01-04T13:00:42.000
1-606068287,Variant 221,221,Fluxicon Disco,Completed-Closed,Sreelesh-Org line C,Completed-Closed,Sreelesh,Org line C,2012-02-27T12:26:37.000,2012-02-27T12:26:37.000
1-606441115,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Björn-Org line C,Accepted-In Progress,Björn,Org line C,2011-11-11T14:55:57.000,2011-11-11T14:55:57.000
1-606441115,Variant 3,3,Fluxicon Disco,Accepted-Wait,Björn-Org line C,Accepted-Wait,Björn,Org line C,2012-03-05T12:19:28.000,2012-03-05T12:19:28.000
1-606441115,Variant 3,3,Fluxicon Disco,Completed-Closed,Björn-Org line C,Completed-Closed,Björn,Org line C,2012-03-05T12:20:03.000,2012-03-05T12:20:03.000
1-606724483,Variant 30,30,Fluxicon Disco,Accepted-In Progress,Vinay-Org line C,Accepted-In Progress,Vinay,Org line C,2011-11-14T00:21:36.000,2011-11-14T00:21:36.000
1-606724483,Variant 30,30,Fluxicon Disco,Queued-Awaiting Assignment,Vinay-Org line C,Queued-Awaiting Assignment,Vinay,Org line C,2011-11-14T00:25:05.000,2011-11-14T00:25:05.000
1-606724483,Variant 30,30,Fluxicon Disco,Accepted-In Progress,Avishek-Org line C,Accepted-In Progress,Avishek,Org line C,2011-12-19T14:56:47.000,2011-12-19T14:56:47.000
1-606724483,Variant 30,30,Fluxicon Disco,Accepted-In Progress,Vinay-Org line C,Accepted-In Progress,Vinay,Org line C,2012-02-17T09:18:34.000,2012-02-17T09:18:34.000
1-606724483,Variant 30,30,Fluxicon Disco,Completed-Closed,Vinay-Org line C,Completed-Closed,Vinay,Org line C,2012-02-17T09:18:42.000,2012-02-17T09:18:42.000
1-606829317,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Vinay-Org line C,Accepted-In Progress,Vinay,Org line C,2011-11-14T08:39:18.000,2011-11-14T08:39:18.000
1-606829317,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Vinay-Org line C,Queued-Awaiting Assignment,Vinay,Org line C,2011-11-14T08:40:23.000,2011-11-14T08:40:23.000
1-606829317,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Avishek-Org line C,Accepted-In Progress,Avishek,Org line C,2011-12-19T14:57:28.000,2011-12-19T14:57:28.000
1-606829317,Variant 5,5,Fluxicon Disco,Completed-Closed,Avishek-Org line C,Completed-Closed,Avishek,Org line C,2012-01-04T14:25:13.000,2012-01-04T14:25:13.000
1-606971198,Variant 48,48,Fluxicon Disco,Accepted-In Progress,Helena-Org line C,Accepted-In Progress,Helena,Org line C,2011-11-14T11:01:10.000,2011-11-14T11:01:10.000
1-606971198,Variant 48,48,Fluxicon Disco,Accepted-In Progress,Helena-Org line C,Accepted-In Progress,Helena,Org line C,2011-11-14T11:03:18.000,2011-11-14T11:03:18.000
1-606971198,Variant 48,48,Fluxicon Disco,Accepted-In Progress,Jari-Org line C,Accepted-In Progress,Jari,Org line C,2012-03-14T11:25:28.000,2012-03-14T11:25:28.000
1-606971198,Variant 48,48,Fluxicon Disco,Accepted-Assigned,Peter-Org line C,Accepted-Assigned,Peter,Org line C,2012-03-14T11:28:01.000,2012-03-14T11:28:01.000
1-606971198,Variant 48,48,Fluxicon Disco,Accepted-In Progress,Peter-Org line C,Accepted-In Progress,Peter,Org line C,2012-03-14T12:55:06.000,2012-03-14T12:55:06.000
1-606971198,Variant 48,48,Fluxicon Disco,Completed-Closed,Peter-Org line C,Completed-Closed,Peter,Org line C,2012-03-14T12:55:07.000,2012-03-14T12:55:07.000
1-607158761,Variant 21,21,Fluxicon Disco,Accepted-In Progress,Bruno-Org line C,Accepted-In Progress,Bruno,Org line C,2011-11-14T13:38:06.000,2011-11-14T13:38:06.000
1-607158761,Variant 21,21,Fluxicon Disco,Accepted-In Progress,Bruno-Org line C,Accepted-In Progress,Bruno,Org line C,2011-11-14T13:38:49.000,2011-11-14T13:38:49.000
1-607158761,Variant 21,21,Fluxicon Disco,Queued-Awaiting Assignment,Viktoria-Org line G4,Queued-Awaiting Assignment,Viktoria,Org line G4,2011-11-17T12:32:14.000,2011-11-17T12:32:14.000
1-607158761,Variant 21,21,Fluxicon Disco,Accepted-In Progress,Helene-Org line G4,Accepted-In Progress,Helene,Org line G4,2011-12-13T09:08:38.000,2011-12-13T09:08:38.000
1-607158761,Variant 21,21,Fluxicon Disco,Completed-Closed,Helene-Org line G4,Completed-Closed,Helene,Org line G4,2012-03-06T13:55:15.000,2012-03-06T13:55:15.000
1-607520800,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Mikael-Org line G4,Accepted-In Progress,Mikael,Org line G4,2011-11-15T08:26:37.000,2011-11-15T08:26:37.000
1-607520800,Variant 3,3,Fluxicon Disco,Accepted-Wait,Mikael-Org line G4,Accepted-Wait,Mikael,Org line G4,2011-12-09T11:12:43.000,2011-12-09T11:12:43.000
1-607520800,Variant 3,3,Fluxicon Disco,Completed-Closed,Mikael-Org line G4,Completed-Closed,Mikael,Org line G4,2012-03-19T15:07:06.000,2012-03-19T15:07:06.000
1-607840637,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Rickard-Org line G4,Accepted-In Progress,Rickard,Org line G4,2011-11-15T13:15:57.000,2011-11-15T13:15:57.000
1-607840637,Variant 1,1,Fluxicon Disco,Completed-Closed,Rickard-Org line G4,Completed-Closed,Rickard,Org line G4,2012-01-27T12:46:02.000,2012-01-27T12:46:02.000
1-607934151,Variant 15,15,Fluxicon Disco,Accepted-Wait,Alan-Org line A2,Accepted-Wait,Alan,Org line A2,2011-11-15T14:37:49.000,2011-11-15T14:37:49.000
1-607934151,Variant 15,15,Fluxicon Disco,Completed-Closed,Alan-Org line A2,Completed-Closed,Alan,Org line A2,2012-02-15T10:35:45.000,2012-02-15T10:35:45.000
1-608010054,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Vinay-Org line C,Accepted-In Progress,Vinay,Org line C,2011-11-15T16:44:09.000,2011-11-15T16:44:09.000
1-608010054,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Vinay-Org line C,Queued-Awaiting Assignment,Vinay,Org line C,2011-11-15T16:44:52.000,2011-11-15T16:44:52.000
1-608010054,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Arvind-Org line C,Accepted-In Progress,Arvind,Org line C,2011-11-21T10:30:07.000,2011-11-21T10:30:07.000
1-608010054,Variant 5,5,Fluxicon Disco,Completed-Closed,Arvind-Org line C,Completed-Closed,Arvind,Org line C,2012-05-23T17:28:37.000,2012-05-23T17:28:37.000
1-608036754,Variant 222,222,Fluxicon Disco,Queued-Awaiting Assignment,Piotr-Org line A2,Queued-Awaiting Assignment,Piotr,Org line A2,2011-11-15T20:22:20.000,2011-11-15T20:22:20.000
1-608036754,Variant 222,222,Fluxicon Disco,Queued-Awaiting Assignment,Jacek-Org line A2,Queued-Awaiting Assignment,Jacek,Org line A2,2011-11-18T12:25:55.000,2011-11-18T12:25:55.000
1-608036754,Variant 222,222,Fluxicon Disco,Accepted-In Progress,Jacek-Org line A2,Accepted-In Progress,Jacek,Org line A2,2011-11-21T12:18:05.000,2011-11-21T12:18:05.000
1-608036754,Variant 222,222,Fluxicon Disco,Accepted-Wait,Jacek-Org line A2,Accepted-Wait,Jacek,Org line A2,2011-11-21T12:20:43.000,2011-11-21T12:20:43.000
1-608036754,Variant 222,222,Fluxicon Disco,Accepted-In Progress,Justyna-Org line A2,Accepted-In Progress,Justyna,Org line A2,2012-01-24T08:56:45.000,2012-01-24T08:56:45.000
1-608036754,Variant 222,222,Fluxicon Disco,Completed-Closed,Justyna-Org line A2,Completed-Closed,Justyna,Org line A2,2012-02-13T09:17:51.000,2012-02-13T09:17:51.000
1-608735919,Variant 7,7,Fluxicon Disco,Accepted-In Progress,Henrik-Org line C,Accepted-In Progress,Henrik,Org line C,2011-11-16T09:20:29.000,2011-11-16T09:20:29.000
1-608735919,Variant 7,7,Fluxicon Disco,Accepted-Wait,Henrik-Org line C,Accepted-Wait,Henrik,Org line C,2011-11-16T10:31:40.000,2011-11-16T10:31:40.000
1-608735919,Variant 7,7,Fluxicon Disco,Accepted-In Progress,Henrik-Org line C,Accepted-In Progress,Henrik,Org line C,2012-01-13T12:49:52.000,2012-01-13T12:49:52.000
1-608735919,Variant 7,7,Fluxicon Disco,Completed-Closed,Henrik-Org line C,Completed-Closed,Henrik,Org line C,2012-01-13T12:50:48.000,2012-01-13T12:50:48.000
1-609011164,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Vinay-Org line C,Accepted-In Progress,Vinay,Org line C,2011-11-16T16:09:39.000,2011-11-16T16:09:39.000
1-609011164,Variant 5,5,Fluxicon Disco,Queued-Awaiting Assignment,Vinay-Org line C,Queued-Awaiting Assignment,Vinay,Org line C,2011-11-16T16:39:55.000,2011-11-16T16:39:55.000
1-609011164,Variant 5,5,Fluxicon Disco,Accepted-In Progress,Avishek-Org line C,Accepted-In Progress,Avishek,Org line C,2011-12-19T14:57:47.000,2011-12-19T14:57:47.000
1-609011164,Variant 5,5,Fluxicon Disco,Completed-Closed,Avishek-Org line C,Completed-Closed,Avishek,Org line C,2012-01-04T13:30:41.000,2012-01-04T13:30:41.000
1-609700424,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Hilde-Org line C,Accepted-In Progress,Hilde,Org line C,2011-11-17T08:38:21.000,2011-11-17T08:38:21.000
1-609700424,Variant 6,6,Fluxicon Disco,Accepted-Assigned,Hilde-Org line C,Accepted-Assigned,Hilde,Org line C,2011-11-17T08:53:34.000,2011-11-17T08:53:34.000
1-609700424,Variant 6,6,Fluxicon Disco,Accepted-In Progress,Hilde-Org line C,Accepted-In Progress,Hilde,Org line C,2012-01-23T09:38:53.000,2012-01-23T09:38:53.000
1-609700424,Variant 6,6,Fluxicon Disco,Completed-Closed,Hilde-Org line C,Completed-Closed,Hilde,Org line C,2012-02-29T11:09:57.000,2012-02-29T11:09:57.000
1-611506787,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Börje-Org line C,Accepted-In Progress,Börje,Org line C,2011-11-18T07:28:00.000,2011-11-18T07:28:00.000
