Case_ID,Start_Time,End_Time,Activity,Resource
request for payment 47323,2018-05-31T09:43:18.000,2018-05-31T09:43:18.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 47323,2018-05-31T09:43:22.000,2018-05-31T09:43:22.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 47323,2018-06-04T13:22:33.000,2018-06-04T13:22:33.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 47323,2018-06-06T07:48:42.000,2018-06-06T07:48:42.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 47323,2018-06-07T10:13:01.000,2018-06-07T10:13:01.000,Request Payment,UNDEFINED
request for payment 47323,2018-06-11T16:31:19.000,2018-06-11T16:31:19.000,Payment Handled,UNDEFINED
request for payment 33378,2018-04-12T13:45:31.000,2018-04-12T13:45:31.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33378,2018-04-12T13:45:36.000,2018-04-12T13:45:36.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33378,2018-04-12T15:41:46.000,2018-04-12T15:41:46.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 33378,2018-04-17T09:14:23.000,2018-04-17T09:14:23.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33378,2018-05-03T14:03:51.000,2018-05-03T14:03:51.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 33378,2018-05-03T14:07:43.000,2018-05-03T14:07:43.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 33378,2018-05-03T14:31:41.000,2018-05-03T14:31:41.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 33378,2018-05-03T14:35:14.000,2018-05-03T14:35:14.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 33378,2018-05-03T14:35:15.000,2018-05-03T14:35:15.000,Request Payment,UNDEFINED
request for payment 33378,2018-05-07T16:31:15.000,2018-05-07T16:31:15.000,Payment Handled,UNDEFINED
request for payment 68273,2018-04-12T15:32:22.000,2018-04-12T15:32:22.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 68273,2018-04-12T15:32:25.000,2018-04-12T15:32:25.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 68273,2018-04-19T08:49:28.000,2018-04-19T08:49:28.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 68273,2018-04-19T09:04:40.000,2018-04-19T09:04:40.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 68273,2018-05-04T11:48:32.000,2018-05-04T11:48:32.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 68273,2018-05-04T11:50:08.000,2018-05-04T11:50:08.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 68273,2018-05-08T11:25:31.000,2018-05-08T11:25:31.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 68273,2018-05-14T14:01:33.000,2018-05-14T14:01:33.000,Request Payment,UNDEFINED
request for payment 68273,2018-05-17T16:31:35.000,2018-05-17T16:31:35.000,Payment Handled,UNDEFINED
request for payment 68275,2018-04-12T15:32:22.000,2018-04-12T15:32:22.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 68275,2018-04-12T15:32:25.000,2018-04-12T15:32:25.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 68275,2018-04-19T08:49:28.000,2018-04-19T08:49:28.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 68275,2018-04-19T09:04:40.000,2018-04-19T09:04:40.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 68275,2018-05-01T16:07:49.000,2018-05-01T16:07:49.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 68275,2018-05-01T16:07:57.000,2018-05-01T16:07:57.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 68275,2018-05-02T14:30:27.000,2018-05-02T14:30:27.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 68275,2018-05-04T11:18:30.000,2018-05-04T11:18:30.000,Request Payment,UNDEFINED
request for payment 68275,2018-05-07T16:31:15.000,2018-05-07T16:31:15.000,Payment Handled,UNDEFINED
request for payment 49713,2018-04-13T14:33:04.000,2018-04-13T14:33:04.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 49713,2018-04-13T14:33:07.000,2018-04-13T14:33:07.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 49713,2018-04-17T10:59:22.000,2018-04-17T10:59:22.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 49713,2018-04-17T10:59:32.000,2018-04-17T10:59:32.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 49713,2018-04-19T10:47:33.000,2018-04-19T10:47:33.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 49713,2018-04-19T10:53:59.000,2018-04-19T10:53:59.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 49713,2018-04-23T08:32:46.000,2018-04-23T08:32:46.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 49713,2018-04-23T08:33:08.000,2018-04-23T08:33:08.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 49713,2018-04-24T09:24:40.000,2018-04-24T09:24:40.000,Request Payment,UNDEFINED
request for payment 49713,2018-04-26T16:30:55.000,2018-04-26T16:30:55.000,Payment Handled,UNDEFINED
request for payment 49737,2018-04-13T16:13:01.000,2018-04-13T16:13:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 49737,2018-04-13T16:13:08.000,2018-04-13T16:13:08.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 49737,2018-04-16T08:21:06.000,2018-04-16T08:21:06.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 49737,2018-04-19T12:55:55.000,2018-04-19T12:55:55.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 49737,2018-04-19T12:56:43.000,2018-04-19T12:56:43.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 49737,2018-04-19T14:03:51.000,2018-04-19T14:03:51.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 49737,2018-04-19T14:23:25.000,2018-04-19T14:23:25.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 49737,2018-04-19T14:23:28.000,2018-04-19T14:23:28.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 49737,2018-04-19T14:35:36.000,2018-04-19T14:35:36.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 49737,2018-04-19T14:37:53.000,2018-04-19T14:37:53.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 49737,2018-04-19T14:37:56.000,2018-04-19T14:37:56.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 49737,2018-04-19T14:42:18.000,2018-04-19T14:42:18.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 49737,2018-04-20T07:39:14.000,2018-04-20T07:39:14.000,Request Payment,UNDEFINED
request for payment 49737,2018-04-23T16:31:12.000,2018-04-23T16:31:12.000,Payment Handled,UNDEFINED
request for payment 68294,2018-04-15T10:29:13.000,2018-04-15T10:29:13.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 68294,2018-04-15T10:29:29.000,2018-04-15T10:29:29.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 68294,2018-04-16T08:24:06.000,2018-04-16T08:24:06.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 68294,2018-04-17T06:03:04.000,2018-04-17T06:03:04.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 68294,2018-04-24T13:10:34.000,2018-04-24T13:10:34.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 68294,2018-04-24T13:20:17.000,2018-04-24T13:20:17.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 68294,2018-04-24T13:46:29.000,2018-04-24T13:46:29.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 68294,2018-04-26T08:36:00.000,2018-04-26T08:36:00.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 68294,2018-04-26T14:07:50.000,2018-04-26T14:07:50.000,Request Payment,UNDEFINED
request for payment 68294,2018-04-30T16:31:12.000,2018-04-30T16:31:12.000,Payment Handled,UNDEFINED
request for payment 53876,2018-04-16T09:22:50.000,2018-04-16T09:22:50.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53876,2018-04-16T09:22:52.000,2018-04-16T09:22:52.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53876,2018-04-16T10:11:17.000,2018-04-16T10:11:17.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53876,2018-04-18T10:07:26.000,2018-04-18T10:07:26.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 53876,2018-04-18T10:07:31.000,2018-04-18T10:07:31.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 53876,2018-04-18T12:07:09.000,2018-04-18T12:07:09.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 53876,2018-04-18T16:35:45.000,2018-04-18T16:35:45.000,Request Payment,UNDEFINED
request for payment 53876,2018-04-23T16:31:12.000,2018-04-23T16:31:12.000,Payment Handled,UNDEFINED
request for payment 32130,2018-04-16T10:49:35.000,2018-04-16T10:49:35.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 32130,2018-04-16T10:50:22.000,2018-04-16T10:50:22.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 32130,2018-04-16T12:11:28.000,2018-04-16T12:11:28.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 32130,2018-04-18T08:41:52.000,2018-04-18T08:41:52.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 32130,2018-04-18T08:49:58.000,2018-04-18T08:49:58.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 32130,2018-04-18T13:30:30.000,2018-04-18T13:30:30.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 32130,2018-04-19T12:07:42.000,2018-04-19T12:07:42.000,Request Payment,UNDEFINED
request for payment 32130,2018-04-23T16:31:12.000,2018-04-23T16:31:12.000,Payment Handled,UNDEFINED
request for payment 32128,2018-04-16T10:49:35.000,2018-04-16T10:49:35.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 32128,2018-04-16T10:50:22.000,2018-04-16T10:50:22.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 32128,2018-04-16T12:11:28.000,2018-04-16T12:11:28.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 32128,2018-05-08T14:09:00.000,2018-05-08T14:09:00.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 32128,2018-05-08T14:11:02.000,2018-05-08T14:11:02.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 32128,2018-05-08T15:20:34.000,2018-05-08T15:20:34.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 32128,2018-05-09T09:50:57.000,2018-05-09T09:50:57.000,Request Payment,UNDEFINED
request for payment 32128,2018-05-14T16:31:23.000,2018-05-14T16:31:23.000,Payment Handled,UNDEFINED
request for payment 13918,2018-04-16T12:39:08.000,2018-04-16T12:39:08.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 13918,2018-04-16T12:39:10.000,2018-04-16T12:39:10.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 13918,2018-04-16T12:41:24.000,2018-04-16T12:41:24.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 13918,2018-04-16T12:41:30.000,2018-04-16T12:41:30.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 13918,2018-04-16T12:42:36.000,2018-04-16T12:42:36.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 13918,2018-04-16T12:54:09.000,2018-04-16T12:54:09.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 13918,2018-04-17T07:45:17.000,2018-04-17T07:45:17.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 13918,2018-04-17T07:45:34.000,2018-04-17T07:45:34.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 13918,2018-04-17T10:08:16.000,2018-04-17T10:08:16.000,Request Payment,UNDEFINED
request for payment 13918,2018-04-19T16:31:32.000,2018-04-19T16:31:32.000,Payment Handled,UNDEFINED
request for payment 21611,2018-04-16T12:40:28.000,2018-04-16T12:40:28.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21611,2018-04-16T12:40:30.000,2018-04-16T12:40:30.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 21611,2018-04-17T07:31:05.000,2018-04-17T07:31:05.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 21611,2018-04-18T12:32:47.000,2018-04-18T12:32:47.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 21611,2018-04-18T12:33:12.000,2018-04-18T12:33:12.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 21611,2018-04-23T13:21:28.000,2018-04-23T13:21:28.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 21611,2018-04-23T15:14:46.000,2018-04-23T15:14:46.000,Request Payment,UNDEFINED
request for payment 21611,2018-04-26T16:30:55.000,2018-04-26T16:30:55.000,Payment Handled,UNDEFINED
request for payment 15749,2018-04-17T10:05:56.000,2018-04-17T10:05:56.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 15749,2018-04-17T10:06:26.000,2018-04-17T10:06:26.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 15749,2018-04-20T12:36:33.000,2018-04-20T12:36:33.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 15749,2018-04-24T09:54:12.000,2018-04-24T09:54:12.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 15749,2018-04-26T08:36:36.000,2018-04-26T08:36:36.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 15749,2018-04-26T08:40:19.000,2018-04-26T08:40:19.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 15749,2018-04-26T09:06:25.000,2018-04-26T09:06:25.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 15749,2018-05-01T08:06:46.000,2018-05-01T08:06:46.000,Request Payment,UNDEFINED
request for payment 15749,2018-05-03T16:31:17.000,2018-05-03T16:31:17.000,Payment Handled,UNDEFINED
request for payment 15747,2018-04-17T10:05:56.000,2018-04-17T10:05:56.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 15747,2018-04-17T10:06:26.000,2018-04-17T10:06:26.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 15747,2018-04-20T12:36:33.000,2018-04-20T12:36:33.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 15747,2018-04-24T09:54:12.000,2018-04-24T09:54:12.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 15747,2018-05-05T13:21:04.000,2018-05-05T13:21:04.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 15747,2018-05-05T13:21:48.000,2018-05-05T13:21:48.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 15747,2018-05-08T14:51:23.000,2018-05-08T14:51:23.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 15747,2018-05-14T10:47:10.000,2018-05-14T10:47:10.000,Request Payment,UNDEFINED
request for payment 15747,2018-05-17T16:31:35.000,2018-05-17T16:31:35.000,Payment Handled,UNDEFINED
request for payment 15751,2018-04-17T10:05:56.000,2018-04-17T10:05:56.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 15751,2018-04-17T10:06:26.000,2018-04-17T10:06:26.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 15751,2018-04-20T12:36:33.000,2018-04-20T12:36:33.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 15751,2018-04-24T09:54:12.000,2018-04-24T09:54:12.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 15751,2018-06-21T11:40:43.000,2018-06-21T11:40:43.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 15751,2018-06-21T11:42:21.000,2018-06-21T11:42:21.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 15751,2018-06-21T14:59:24.000,2018-06-21T14:59:24.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 15751,2018-06-25T10:56:02.000,2018-06-25T10:56:02.000,Request Payment,UNDEFINED
request for payment 15751,2018-06-28T16:31:36.000,2018-06-28T16:31:36.000,Payment Handled,UNDEFINED
request for payment 185926,2018-04-17T10:44:17.000,2018-04-17T10:44:17.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185926,2018-04-17T10:44:40.000,2018-04-17T10:44:40.000,Request For Payment REJECTED by ADMINISTRATION,ADMINISTRATION
request for payment 185926,2018-04-18T13:41:00.000,2018-04-18T13:41:00.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 186043,2018-04-17T15:27:33.000,2018-04-17T15:27:33.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 186043,2018-04-17T15:27:38.000,2018-04-17T15:27:38.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 186043,2018-04-24T07:41:30.000,2018-04-24T07:41:30.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 186043,2018-04-26T08:01:29.000,2018-04-26T08:01:29.000,Request Payment,UNDEFINED
request for payment 186043,2018-04-30T16:31:12.000,2018-04-30T16:31:12.000,Payment Handled,UNDEFINED
request for payment 54806,2018-04-17T17:54:28.000,2018-04-17T17:54:28.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 54806,2018-04-17T17:54:30.000,2018-04-17T17:54:30.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 54806,2018-04-24T12:03:55.000,2018-04-24T12:03:55.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 54806,2018-04-26T15:32:58.000,2018-04-26T15:32:58.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 54806,2018-06-07T10:59:22.000,2018-06-07T10:59:22.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 54806,2018-06-07T10:59:35.000,2018-06-07T10:59:35.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 54806,2018-06-13T07:42:45.000,2018-06-13T07:42:45.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 54806,2018-06-19T07:03:19.000,2018-06-19T07:03:19.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 54806,2018-06-20T15:28:20.000,2018-06-20T15:28:20.000,Request Payment,UNDEFINED
request for payment 54806,2018-06-21T16:31:09.000,2018-06-21T16:31:09.000,Payment Handled,UNDEFINED
request for payment 54808,2018-04-17T17:54:28.000,2018-04-17T17:54:28.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 54808,2018-04-17T17:54:30.000,2018-04-17T17:54:30.000,Permit APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 54808,2018-04-24T12:03:55.000,2018-04-24T12:03:55.000,Permit APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 54808,2018-04-26T15:32:58.000,2018-04-26T15:32:58.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 54808,2018-04-26T15:40:49.000,2018-04-26T15:40:49.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 54808,2018-04-26T15:40:51.000,2018-04-26T15:40:51.000,Request For Payment APPROVED by ADMINISTRATION,ADMINISTRATION
request for payment 54808,2018-04-30T10:35:39.000,2018-04-30T10:35:39.000,Request For Payment APPROVED by BUDGET OWNER,BUDGET OWNER
request for payment 54808,2018-05-02T06:43:03.000,2018-05-02T06:43:03.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 54808,2018-05-03T11:03:12.000,2018-05-03T11:03:12.000,Request Payment,UNDEFINED
request for payment 54808,2018-05-07T16:31:15.000,2018-05-07T16:31:15.000,Payment Handled,UNDEFINED
